FilePath	TopLevelGroup	Folder	TouchedInCurrentWave	AddedLines	RemovedLines	NetLines	ProgressStatus
apps/WebApplication/Source/Application/StateManagement/ApplicationThreadAndChatSurfaceDerivation.ts	apps	apps/WebApplication/Source/Application/StateManagement	yes	52	0	52	hardening-started
apps/WebApplication/Source/Application/StateManagement/CoreDataRefreshConcurrencyCoordinator.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/CoreDataSnapshotContracts.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/CoreDataSnapshotStateApplier.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/CoreDataStartupRequestProfile.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/EventRefreshScheduler.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/EventStreamConnectionCoordinator.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/EventStreamRefreshDecisionEngine.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/MobileSidebarSwipeCoordinator.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/PageTouchOverscrollGuardCoordinator.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/RuntimeRefreshObservabilityOwner.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/RuntimeViewportSizingCoordinator.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationArchivedThreadState.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationChatFeatureComposition.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationDebugFeatureComposition.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationDerivedState.ts	apps	apps/WebApplication/Source/Application/StateManagement	yes	11	179	-168	hardening-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationDerivedStateContracts.ts	apps	apps/WebApplication/Source/Application/StateManagement	yes	60	6	54	hardening-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationOwnerDependencies.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationPresentationHelpers.tsx	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationPushFeatureComposition.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationPushState.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationRefreshEffects.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationRuntimeComposition.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationRuntimeRequestHandlers.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationShellComposition.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationShellState.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationShellStateContracts.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationShellViewProperties.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseApplicationSynchronizationEffects.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseCoreDataLoaders.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseEventStreamEffects.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseMobileSidebarTouchHandlers.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UseViewportShellEffects.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/StateManagement/UserInterfaceActionRequestBuilder.ts	apps	apps/WebApplication/Source/Application/StateManagement	no	0	0	0	not-started
apps/WebApplication/Source/Application/UserInterface/AgentFavicon.tsx	apps	apps/WebApplication/Source/Application/UserInterface	no	0	0	0	not-started
apps/WebApplication/Source/Application/UserInterface/ApiSessionBootstrapOverlay.tsx	apps	apps/WebApplication/Source/Application/UserInterface	no	0	0	0	not-started
apps/WebApplication/Source/Application/UserInterface/ApplicationHeaderBar.tsx	apps	apps/WebApplication/Source/Application/UserInterface	no	0	0	0	not-started
apps/WebApplication/Source/Application/UserInterface/ApplicationShellLayout.tsx	apps	apps/WebApplication/Source/Application/UserInterface	no	0	0	0	not-started
apps/WebApplication/Source/Components/ChatComposer.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/CodeSnippet.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/CommandBlock.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/ConversationItem.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/DiffBlock.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/MarkdownText.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/PendingRequestCard.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/PlanPanel.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/ReasoningBlock.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/StreamEventCard.tsx	apps	apps/WebApplication/Source/Components	no	0	0	0	not-started
apps/WebApplication/Source/Components/UserInterface/Badge.tsx	apps	apps/WebApplication/Source/Components/UserInterface	no	0	0	0	not-started
apps/WebApplication/Source/Components/UserInterface/Button.tsx	apps	apps/WebApplication/Source/Components/UserInterface	no	0	0	0	not-started
apps/WebApplication/Source/Components/UserInterface/Card.tsx	apps	apps/WebApplication/Source/Components/UserInterface	no	0	0	0	not-started
apps/WebApplication/Source/Components/UserInterface/CardContent.tsx	apps	apps/WebApplication/Source/Components/UserInterface	no	0	0	0	not-started
